Supplementary Table 6a. Dataset of experimentally tested noncoding element-gene connections in K562 cells,,,,,,,,,,,,,,,,,,,,,,,
chr,start,end,Element name,Gene,class,Cell type,Fraction change in gene expr,Adjusted p-value,Significant,RNA readout method,Perturbation method,nKO,nCtrl,semKO,semCtrl,Power to detect 25% effects,Gene TSS,Normalized HiC Contacts,DHS (RPM),H3K27ac (RPM),Activity,ABC Score,Reference
chr11,5497365,5497905,genic|chr11:5497365-5497905,HBE1,genic,K562,0.00064985,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,35,1956,0.032281239,0.006110509,0.999997297,5291373,2.312766444,1.583572,1.535417,1.578911,0.000446246,Klann2017
chr11,5525445,5526425,promoter|chr11:5525445-5526425,HBE1,promoter,K562,0.25467245,0.002646405,TRUE,HBE-mCherry Screen,KRAB-dCas9,29,1956,0.058635027,0.006110509,0.990778009,5291373,1.928483458,5.5526,15.047091,9.127072,0.00215096,Klann2017
chr11,5526632,5527165,promoter|chr11:5526632-5527165,HBE1,promoter,K562,0.20339583,0.017047169,TRUE,HBE-mCherry Screen,KRAB-dCas9,40,1956,0.044869667,0.006110509,0.999697919,5291373,1.928483458,9.642621,5.732225,7.411992,0.00174677,Klann2017
chr11,5528225,5528845,genic|chr11:5528225-5528845,HBE1,genic,K562,0.03575502,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,15,1956,0.047307528,0.006110509,0.979048222,5291373,1.928483458,1.250758,0.511806,0.800094,0.000188557,Klann2017
chr11,5552225,5553025,intergenic|chr11:5552225-5553025,HBE1,intergenic,K562,0.03007019,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,44,1956,0.040499749,0.006110509,0.999952586,5291373,1.944514026,6.341733,4.708614,5.472342,0.001300377,Klann2017
chr11,5601856,5602745,promoter|chr11:5601856-5602745,HBE1,promoter,K562,-0.01794214,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,25,1956,0.032938502,0.006110509,0.999956412,5291373,4.200122781,3.483982,1.023612,1.861979,0.0009557,Klann2017
chr11,5612845,5613365,intergenic|chr11:5612845-5613365,HBE1,intergenic,K562,0.06003635,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,39,1956,0.02722381,0.006110509,0.999999986,5291373,4.445281145,3.873823,1.944862,2.763222,0.001501066,Klann2017
chr11,5617085,5618225,promoter|chr11:5617085-5618225,HBE1,promoter,K562,0.05072951,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,85,1956,0.028675107,0.006110509,1,5291373,2.988118463,21.334847,5.425142,10.718439,0.003913941,Klann2017
chr11,5621485,5622005,genic|chr11:5621485-5622005,HBE1,genic,K562,-0.01864821,0.466838498,FALSE,HBE-mCherry Screen,KRAB-dCas9,46,1956,0.024325703,0.006110509,1,5291373,3.457581737,6.574852,1.842501,3.468752,0.001465651,Klann2017
chr11,5645905,5646425,promoter|chr11:5645905-5646425,HBE1,promoter,K562,0.10868718,0.859252005,FALSE,HBE-mCherry Screen,KRAB-dCas9,36,1956,0.053099842,0.006110509,0.997525477,5291373,3.47373195,4.116897,2.968474,3.522029,0.001495113,Klann2017
chr11,5705825,5706589,promoter|chr11:5705825-5706589,HBE1,promoter,K562,0.04837741,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,43,1956,0.030146945,0.006110509,0.999999888,5291373,2.702097128,15.824317,18.629732,17.188831,0.005675867,Klann2017
chr11,5711465,5713165,genic|chr11:5711465-5713165,HBE1,genic,K562,0.01959888,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,19,1956,0.034702909,0.006110509,0.999399802,5291373,4.355836883,4.379244,1.228334,2.319301,0.001234564,Klann2017
chr11,5831105,5832125,intergenic|chr11:5831105-5832125,HBE1,intergenic,K562,0.06084099,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,22,1956,0.053557205,0.006110509,0.988927095,5291373,4.079746625,11.621388,9.417227,10.468715,0.00521929,Klann2017
chr11,6255691,6256425,promoter|chr11:6255691-6256425,HBE1,promoter,K562,0.04044999,0.983456805,FALSE,HBE-mCherry Screen,KRAB-dCas9,40,1956,0.036733011,0.006110509,0.99998568,5291373,1.033498506,46.056884,3.787363,13.207979,0.001668135,Klann2017
chr11,6260071,6260571,promoter|chr11:6260071-6260571,HBE1,promoter,K562,0.01827497,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,17,1956,0.044822959,0.006110509,0.990600999,5291373,0.974642583,0.178151,0,0,0,Klann2017
chr11,6271005,6271525,intergenic|chr11:6271005-6271525,HBE1,intergenic,K562,0.03357352,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,46,1956,0.026249107,0.006110509,0.999999999,5291373,1.569461819,1.827959,0.716528,1.144459,0.000219501,Klann2017
chr11,6272285,6272825,intergenic|chr11:6272285-6272825,HBE1,intergenic,K562,0.10482519,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,47,1956,0.052583287,0.006110509,0.998890495,5291373,1.569461819,1.017534,0.511806,0.721654,0.000138409,Klann2017
chr11,6273045,6273565,intergenic|chr11:6273045-6273565,HBE1,intergenic,K562,0.0629672,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,33,1956,0.028153371,0.006110509,0.999999825,5291373,1.569461819,1.072581,0.92125,0.99404,0.000190651,Klann2017
chr11,6337005,6337505,intergenic|chr11:6337005-6337505,HBE1,intergenic,K562,-0.0267693,0.435003559,FALSE,HBE-mCherry Screen,KRAB-dCas9,43,1956,0.025139881,0.006110509,1,5291373,1.070294385,1.468333,0.409445,0.775377,0.000101415,Klann2017
chr11,6374525,6375085,intergenic|chr11:6374525-6375085,HBE1,intergenic,K562,0.00895749,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,45,1956,0.026407339,0.006110509,0.999999999,5291373,0.910994307,0.932728,0.614167,0.756871,8.42602E-05,Klann2017
chr11,6378385,6378885,intergenic|chr11:6378385-6378885,HBE1,intergenic,K562,0.04428717,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,45,1956,0.030011244,0.006110509,0.99999993,5291373,0.401097374,2.363301,0.511806,1.099801,5.39075E-05,Klann2017
chr11,6384205,6384725,intergenic|chr11:6384205-6384725,HBE1,intergenic,K562,0.05173158,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,47,1956,0.037655398,0.006110509,0.999990136,5291373,0.398915764,1.344362,0.204722,0.524612,2.55743E-05,Klann2017
chr11,6388465,6389005,intergenic|chr11:6388465-6389005,HBE1,intergenic,K562,0.05514011,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,33,1956,0.043430927,0.006110509,0.999575747,5291373,2.096409989,1.295134,0,0,0,Klann2017
chr11,6400385,6400905,intergenic|chr11:6400385-6400905,HBE1,intergenic,K562,0.0865846,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,26,1956,0.045450815,0.006110509,0.998195177,5291373,1.629370495,2.148457,0,0,0,Klann2017
chr11,6411305,6411893,promoter|chr11:6411305-6411893,HBE1,promoter,K562,0.15151925,0.539183679,FALSE,HBE-mCherry Screen,KRAB-dCas9,27,1956,0.088730014,0.006110509,0.93404823,5291373,1.027051704,11.020677,2.456668,5.225532,0.000655855,Klann2017
chr11,6440145,6440645,promoter|chr11:6440145-6440645,HBE1,promoter,K562,0.03374855,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,17,1956,0.064524191,0.006110509,0.949013743,5291373,0.37911986,0.835966,0.307083,0.506664,2.34737E-05,Klann2017
chr11,6460125,6460645,genic|chr11:6460125-6460645,HBE1,genic,K562,0.01327636,0.877345771,FALSE,HBE-mCherry Screen,KRAB-dCas9,42,1956,0.033858539,0.006110509,0.999997843,5291373,1.258874987,1.881728,0.102361,0.438878,6.75167E-05,Klann2017
chr11,6461385,6462504,promoter|chr11:6461385-6462504,HBE1,promoter,K562,-0.00268256,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,10,1956,0.068346771,0.006110509,0.81957881,5291373,1.258368708,0.998705,1.125973,1.042415,0.0001603,Klann2017
chr11,6464565,6465065,intergenic|chr11:6464565-6465065,HBE1,intergenic,K562,0.04351588,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,48,1956,0.038122078,0.006110509,0.999988776,5291373,1.257440368,0.730396,0.511806,0.611411,9.39519E-05,Klann2017
chr11,6490225,6490765,genic|chr11:6490225-6490765,HBE1,genic,K562,0.03943105,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,42,1956,0.022487885,0.006110509,1,5291373,1.012556964,7.385572,0.92125,2.60844,0.000322764,Klann2017
chr11,6494964,6495645,promoter|chr11:6494964-6495645,HBE1,promoter,K562,0.1162698,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,34,1956,0.061373253,0.006110509,0.991454775,5291373,0.888638965,3.503464,1.433056,2.238415,0.000243081,Klann2017
chr11,6496445,6496945,genic|chr11:6496445-6496945,HBE1,genic,K562,0.08676795,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,19,1956,0.054767934,0.006110509,0.980569272,5291373,0.888213481,0.750368,0.409445,0.554291,6.01645E-05,Klann2017
chr11,6502385,6502959,promoter|chr11:6502385-6502959,HBE1,promoter,K562,0.08350803,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,33,1956,0.053031268,0.006110509,0.996878019,5291373,1.786307993,13.196306,14.228202,13.699922,0.002990607,Klann2017
chr11,6552465,6552965,genic|chr11:6552465-6552965,HBE1,genic,K562,0.02023369,0.91220791,FALSE,HBE-mCherry Screen,KRAB-dCas9,46,1956,0.033351285,0.006110509,0.999999127,5291373,1.914630341,2.137838,0.818889,1.323123,0.000309578,Klann2017
chr11,6576005,6576965,genic|chr11:6576005-6576965,HBE1,genic,K562,0.0696405,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,47,1956,0.039821349,0.006110509,0.999973115,5291373,0.338201472,14.127231,23.952513,18.43548,0.00076193,Klann2017
chr11,6584445,6584965,genic|chr11:6584445-6584965,HBE1,genic,K562,0.05071207,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,31,1956,0.03190584,0.006110509,0.999994952,5291373,0.336007891,2.622562,1.944862,2.273572,9.33562E-05,Klann2017
chr11,6589645,6590185,genic|chr11:6589645-6590185,HBE1,genic,K562,0.0829863,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,23,1956,0.04129538,0.006110509,0.998759868,5291373,0.801445866,8.130559,3.889724,5.643514,0.000552724,Klann2017
chr11,6597805,6598305,intergenic|chr11:6597805-6598305,HBE1,intergenic,K562,0.0017278,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,33,1956,0.025618401,0.006110509,0.999999988,5291373,0.332504621,0.657359,0.716528,0.686307,2.78869E-05,Klann2017
chr11,6624630,6625187,promoter|chr11:6624630-6625187,HBE1,promoter,K562,0.11482896,0.91220791,FALSE,HBE-mCherry Screen,KRAB-dCas9,21,1956,0.05101898,0.006110509,0.990464083,5291373,0.850132096,4.806652,7.88181,6.151048,0.000639029,Klann2017
chr11,6628085,6628585,genic|chr11:6628085-6628585,HBE1,genic,K562,0.14344564,0.45558756,FALSE,HBE-mCherry Screen,KRAB-dCas9,42,1956,0.055688778,0.006110509,0.997471378,5291373,0.810227767,8.661001,5.220419,6.744394,0.000667782,Klann2017
chr11,6632465,6633025,promoter|chr11:6632465-6633025,HBE1,promoter,K562,0.05381153,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,18,1956,0.033829795,0.006110509,0.999341689,5291373,0.323730081,1.069644,10.236116,3.312434,0.000131043,Klann2017
chr11,6633225,6634225,promoter|chr11:6633225-6634225,HBE1,promoter,K562,0.10450058,0.962686848,FALSE,HBE-mCherry Screen,KRAB-dCas9,25,1956,0.069334566,0.006110509,0.969625706,5291373,0.32348884,9.746357,23.338346,15.077915,0.000596054,Klann2017
chr11,6640145,6640965,promoter|chr11:6640145-6640965,HBE1,promoter,K562,0.03305582,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,32,1956,0.036589524,0.006110509,0.999953443,5291373,0.77695303,10.94776,18.42501,14.22752,0.001350855,Klann2017
chr11,6656445,6657245,genic|chr11:6656445-6657245,HBE1,genic,K562,0.08229842,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,45,1956,0.034940808,0.006110509,0.999997208,5291373,1.357846677,4.154081,2.866113,3.445407,0.00057171,Klann2017
chr11,6659125,6660125,genic|chr11:6659125-6660125,HBE1,genic,K562,0.0755195,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,55,1956,0.039351179,0.006110509,0.999988989,5291373,1.357187353,1.612432,0.92125,1.218791,0.000202141,Klann2017
chr11,6667265,6668705,genic|chr11:6667265-6668705,HBE1,genic,K562,0.08514403,0.920003496,FALSE,HBE-mCherry Screen,KRAB-dCas9,92,1956,0.026455847,0.006110509,1,5291373,0.315272976,2.368985,1.637779,1.96974,7.58893E-05,Klann2017
chr11,6672125,6672645,genic|chr11:6672125-6672645,HBE1,genic,K562,0.0849659,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,45,1956,0.039156717,0.006110509,0.999975479,5291373,0.806682469,6.282333,1.228334,2.777909,0.000273845,Klann2017
chr11,6676830,6677330,promoter|chr11:6676830-6677330,HBE1,promoter,K562,0.18288128,0.076783307,FALSE,HBE-mCherry Screen,KRAB-dCas9,39,1956,0.075282497,0.006110509,0.97829628,5291373,1.059462166,0.052733,0,0,0,Klann2017
chr11,6688965,6689465,intergenic|chr11:6688965-6689465,HBE1,intergenic,K562,0.05028986,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,43,1956,0.02385762,0.006110509,1,5291373,2.556802582,2.177118,2.456668,2.319316,0.000724673,Klann2017
chr11,6703145,6703645,genic|chr11:6703145-6703645,HBE1,genic,K562,0.10788652,0.91220791,FALSE,HBE-mCherry Screen,KRAB-dCas9,28,1956,0.043293154,0.006110509,0.999180783,5291373,2.841794841,0.623314,1.74014,1.026583,0.00035651,Klann2017
chr11,6704382,6704905,promoter|chr11:6704382-6704905,HBE1,promoter,K562,0.047892,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,40,1956,0.049300151,0.006110509,0.99911188,5291373,2.841517779,23.468968,7.06292,12.86152,0.004466091,Klann2017
chr11,6711465,6712465,intergenic|chr11:6711465-6712465,HBE1,intergenic,K562,0.06402007,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,21,1956,0.064946705,0.006110509,0.967244851,5291373,1.386701186,6.048665,2.968474,4.21972,0.000715075,Klann2017
chr11,6715125,6715645,intergenic|chr11:6715125-6715645,HBE1,intergenic,K562,0.04067393,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,28,1956,0.031243993,0.006110509,0.999992646,5291373,0.894558504,5.3258,0.614167,1.808576,0.000197711,Klann2017
chr11,6724625,6725145,intergenic|chr11:6724625-6725145,HBE1,intergenic,K562,0.02297362,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,34,1956,0.039135426,0.006110509,0.999906365,5291373,0.30250277,0.879946,0.102361,0.300119,1.10945E-05,Klann2017
chr11,6727065,6727585,intergenic|chr11:6727065-6727585,HBE1,intergenic,K562,0.06797197,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,39,1956,0.038203293,0.006110509,0.999967731,5291373,3.37422394,1.038898,0.511806,0.72919,0.000300677,Klann2017
chr11,6732685,6733185,intergenic|chr11:6732685-6733185,HBE1,intergenic,K562,0.07032874,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,18,1956,0.044470506,0.006110509,0.993001861,5291373,1.03917646,0.553305,0,0,0,Klann2017
chr11,6749385,6749925,intergenic|chr11:6749385-6749925,HBE1,intergenic,K562,0.06014761,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,40,1956,0.037638579,0.006110509,0.999977968,5291373,1.059060687,6.591664,4.606252,5.511303,0.00071328,Klann2017
chr11,6759025,6759525,intergenic|chr11:6759025-6759525,HBE1,intergenic,K562,0.11959996,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,30,1956,0.037293527,0.006110509,0.999910186,5291373,0.831338309,2.307359,0.204722,0.687286,6.98233E-05,Klann2017
chr11,6766205,6767325,intergenic|chr11:6766205-6767325,HBE1,intergenic,K562,-0.00404739,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,37,1956,0.035251235,0.006110509,0.999989522,5291373,0.926123979,7.443401,5.118058,6.193666,0.000700974,Klann2017
chr11,6768425,6768925,intergenic|chr11:6768425-6768925,HBE1,intergenic,K562,-0.04178053,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,10,1956,0.04014266,0.006110509,0.939263699,5291373,0.925736208,2.382407,0.409445,0.987662,0.000111733,Klann2017
chr11,6776485,6776985,intergenic|chr11:6776485-6776985,HBE1,intergenic,K562,0.00530995,0.908619817,FALSE,HBE-mCherry Screen,KRAB-dCas9,27,1956,0.030756611,0.006110509,0.999992693,5291373,2.035184309,1.005828,0.409445,0.641745,0.000159607,Klann2017
chr11,6778565,6779065,intergenic|chr11:6778565-6779065,HBE1,intergenic,K562,0.01177353,0.967834268,FALSE,HBE-mCherry Screen,KRAB-dCas9,23,1956,0.046990546,0.006110509,0.996130216,5291373,2.034767768,1.959744,0.307083,0.775756,0.000192897,Klann2017
chr11,6833525,6834065,intergenic|chr11:6833525-6834065,HBE1,intergenic,K562,0.06492206,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,47,1956,0.027463992,0.006110509,0.999999997,5291373,0.280709104,0.887273,0.409445,0.602739,2.06762E-05,Klann2017
chr11,6947365,6947903,promoter|chr11:6947365-6947903,HBE1,promoter,K562,0.01700937,0.9764034,FALSE,HBE-mCherry Screen,KRAB-dCas9,27,1956,0.047710864,0.006110509,0.997583811,5291373,0.833362,11.838425,8.291254,9.908642,0.001009097,Klann2017
chr11,6947905,6948405,promoter|chr11:6947905-6948405,HBE1,promoter,K562,-0.00607227,0.92548715,FALSE,HBE-mCherry Screen,KRAB-dCas9,15,1956,0.084177221,0.006110509,0.873567636,5291373,0.833278159,3.381804,9.314866,5.599112,0.000570156,Klann2017
chr11,7041336,7041949,promoter|chr11:7041336-7041949,HBE1,promoter,K562,0.04499921,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,47,1956,0.039493309,0.006110509,0.999976673,5291373,0.246705393,0.512158,0.511806,0.511984,1.54355E-05,Klann2017
chr11,7093745,7094245,intergenic|chr11:7093745-7094245,HBE1,intergenic,K562,0.08265919,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,28,1956,0.033109099,0.006110509,0.999978995,5291373,0.239387625,1.844849,0.716528,1.149734,3.36344E-05,Klann2017
chr11,7100885,7101425,intergenic|chr11:7100885-7101425,HBE1,intergenic,K562,0.0311599,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,44,1956,0.027945051,0.006110509,0.99999999,5291373,0.238420026,2.625606,0.716528,1.371614,3.99631E-05,Klann2017
chr11,7102005,7102505,intergenic|chr11:7102005-7102505,HBE1,intergenic,K562,0.04791409,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,30,1956,0.041095559,0.006110509,0.999669197,5291373,0.238272057,2.849206,0.307083,0.935379,2.72361E-05,Klann2017
chr11,7119385,7119885,intergenic|chr11:7119385-7119885,HBE1,intergenic,K562,0.00706824,0.91220791,FALSE,HBE-mCherry Screen,KRAB-dCas9,25,1956,0.030688679,0.006110509,0.999986768,5291373,1.183052122,2.007607,0.307083,0.785173,0.000113515,Klann2017
chr11,7272930,7273430,promoter|chr11:7272930-7273430,HBE1,promoter,K562,0.05649489,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,46,1956,0.03365418,0.006110509,0.999998925,5291373,1.212699934,0.02231,0,0,0,Klann2017
chr11,7299525,7300065,genic|chr11:7299525-7300065,HBE1,genic,K562,0.06849547,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,25,1956,0.055643249,0.006110509,0.990340753,5291373,0.214351086,0.621431,0,0,0,Klann2017
chr11,7463705,7464285,genic|chr11:7463705-7464285,HBE1,genic,K562,0.08707572,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,46,1956,0.050119663,0.006110509,0.999296531,5291373,0.197807477,0.90118,0.102361,0.303718,7.34173E-06,Klann2017
chr11,7534685,7535425,promoter|chr11:7534685-7535425,HBE1,promoter,K562,0.15271009,0.729342127,FALSE,HBE-mCherry Screen,KRAB-dCas9,20,1956,0.08480873,0.006110509,0.937333915,5291373,0.934296458,1.765758,0.511806,0.950648,0.00010854,Klann2017
chr11,5301600,5302400,intergenic|chr11:5301725-5302225,HBBP1,intergenic,K562,-0.81438,3.95e-25,TRUE,RNASeq,KRAB-dCas9,3,3,,,0.25,5264822,20.8532717,34.915963,3.992085,11.846655,0.031315239,Thakore2015
chr11,5301600,5302400,intergenic|chr11:5301725-5302225,HBD,intergenic,K562,-0.692318,3.85e-07,TRUE,RNASeq,KRAB-dCas9,3,3,,,0.18,5255858,18.08896649,34.915963,3.992085,11.846655,0.023613192,Thakore2015
chr11,5301600,5302400,intergenic|chr11:5301725-5302225,HBE1,intergenic,K562,-0.864802,3.4499999999999994e-99,TRUE,RNASeq,KRAB-dCas9,3,3,,,0.56,5291373,58.31335939,34.915963,3.992085,11.846655,0.084420652,Thakore2015
chr11,5301600,5302400,intergenic|chr11:5301725-5302225,HBG1,intergenic,K562,-0.691966,1.26e-42,TRUE,RNASeq,KRAB-dCas9,3,3,,,0.58,5271087,37.91254283,34.915963,3.992085,11.846655,0.037983131,Thakore2015
chr11,5301600,5302400,intergenic|chr11:5301725-5302225,HBG2,intergenic,K562,-0.738582,1.8999999999999998e-52,TRUE,RNASeq,KRAB-dCas9,3,3,,,0.55,5276011,37.91254283,34.915963,3.992085,11.846655,0.037983736,Thakore2015
chr17,40851240,40851334,genic|chr17:40851025-40851525,EZH1,genic,K562,-0.58,,TRUE,qPCR,Cas9,7,9,0.060474316,0.064333333,0.736573728,40897114,14.71094381,24.798743,6.14167,12.353686,0.027207842,Xu2015
chr6,109625629,109626129,genic|chr6:109625445-109626105,CD164,genic,K562,-0.657494624,0.001243625,TRUE,qPCR,Cas9,4,8,0.035970989,0.100691793,0.228478415,109704015,26.04652539,41.103335,13.614035,23.981206,0.070247191,Ulirsch2016
chr1,3691278,3691778,genic|chr1:3691325-3691845,CEP104,genic,K562,-0.293431866,0.004023984,TRUE,qPCR,Cas9,6,6,0.038949353,0.06877305,0.825093632,3773797,15.67532312,16.569321,3.889724,8.056414,0.026061744,Ulirsch2016
chr6,109625629,109626129,genic|chr6:109625445-109626105,FIG4,genic,K562,-0.486749816,0.034708806,TRUE,qPCR,Cas9,4,8,0.039840478,0.136284567,0.085857834,110012423,1.665978776,41.103335,13.614035,23.981206,0.01960342,Ulirsch2016
chr1,3691278,3691778,genic|chr1:3691325-3691845,LRRC47,genic,K562,-0.331178093,0.007771168,TRUE,qPCR,Cas9,6,6,0.070965872,0.070180177,0.608994236,3713068,28.20622468,16.569321,3.889724,8.056414,0.056104101,Ulirsch2016
chr20,55990155,55990155,intergenic|chr20:55989925-55990705,RAE1,intergenic,K562,-0.437488652,0.041811924,TRUE,qPCR,Cas9,4,8,0.041997751,0.127914914,0.10636544,55926144,9.28298679,2.681672,7.370004,4.45673,0.016457015,Ulirsch2016
chr20,55990155,55990155,intergenic|chr20:55989925-55990705,RBM38,intergenic,K562,-0.662184153,0.001096199,TRUE,qPCR,Cas9,4,8,0.023547828,0.100345312,0.230721831,55966453,28.85035019,2.681672,7.370004,4.45673,0.031991921,Ulirsch2016
chr1,3691278,3691778,genic|chr1:3691325-3691845,SMIM1,genic,K562,-0.472019217,0.000641649,TRUE,qPCR,Cas9,6,6,0.02898205,0.092274391,0.639332272,3689324,68.67464942,16.569321,3.889724,8.056414,0.121880027,Ulirsch2016
chrX,55054662,55054701,genic|chrX:55054445-55054945,ALAS2,genic,K562,-0.93,,TRUE,qPCR,Cas9,4,3,0.02719,0.02454,0.999983164,55057497,87.10588049,6.669221,2.354307,3.964686,0.154456829,Wakabayashi2016
chr1,29210606,29210645,intergenic|chr1:29210325-29210825,EPB41,intergenic,K562,-0.76,,TRUE,qPCR,Cas9,5,5,0.052,0.0364,0.948724568,29213602,100,32.564692,22.519456,27.086201,0.148995435,Wakabayashi2016
